user_id,content_id,watch_seconds,rating,popularity,title,original_title,overview,release_date,genre_ids,original_language,backdrop_path,poster_path,vote_count,vote_average,adult,video,ingested_at
1,1100842,7200,10,24.49,新婚シリーズ　最初が肝心,新婚シリーズ　最初が肝心,"",1962-02-07,[],ja,"",/f52F9CBy6nY5vmOv07FMsexyVpJ.jpg,1,10,f,f,2025-07-29 15:21:42.233026
1,736350,6546,10,65.0006,Playboy Playmate Workout,Playboy Playmate Workout,"",1983-01-01,[],en,"",/zNvrtwwOB1imM58d1Y4u3TQxKYW.jpg,1,10,f,f,2025-07-29 15:21:42.233026
2,1184918,6381,8.317,34.2375,와일드 로봇,The Wild Robot,"우연한 사고로 거대한 야생에 불시착한 로봇 로즈는 주변 동물들의 행동을 배우며 낯선 환경 속에 적응해 가던 중, 사고로 세상에 홀로 남겨진 아기 기러기 브라이트빌의 보호자가 된다. 로즈는 입력되어 있지 않은 새로운 역할과 관계에 낯선 감정을 마주하고 겨울이 오기 전에 남쪽으로 떠나야 하는 브라이트빌을 위해 동물들의 도움을 받아 이주를 위한 생존 기술을 가르쳐준다. 그러나 선천적으로 몸집이 작은 브라이트빌은 짧은 비행도 힘겨워 하는데...",2024-10-01,"[16, 878, 10751]",en,/1pmXyN3sKeYoUhu5VBZiDU4BX21.jpg,/8dkuf9IuVh0VZjDTk7kAY67lU0U.jpg,5203,8.317,f,f,2025-07-29 15:21:42.233026
2,1010581,5044,7.8,65.3509,나의 잘못,Culpa mía,노아는 남자 친구와 친구들이 있는 동네를 뒤로하고 엄마의 새 부자 남편 저택으로 이사를 가게 된다. 의붓오빠 닉과는 첫 만남부터 삐걱댔지만 곧 서로에게 이끌려 금지된 관계를 맺는다. 반항심과 고뇌로 가득 찬 그들의 인생은 송두리째 흔들리고 둘은 결국 뜨거운 사랑에 빠진다.,2023-06-08,"[10749, 18]",es,/oz4U9eA6ilYf1tyiVuGmkftdLac.jpg,/duT8Vks5FXwDkpxoR84xb2a6VB6.jpg,3758,7.8,f,f,2025-07-29 15:21:42.233026
2,216015,4454,5.885,25.0705,그레이의 50가지 그림자,Fifty Shades of Grey,"순수한 사회 초년생인 여대생 ‘아나스타샤’는 어느 날, 아픈 친구를 대신해 모든 것을 다 가진 매력적인 CEO ‘크리스찬 그레이’의 인터뷰를 맡게 된다. 단숨에 사람을 매료시키는 ‘크리스찬 그레이’의 마력에 ‘아나스타샤’는 순식간에 빠져들고, 그 역시 순수한 아나스타샤를 점점 더 알고 싶어지게 된다.  내 취향은 아주 분명해.  한편, 원하는 것을 모두 들어줄 만큼 완벽한 ‘그레이’의 숨겨진 비밀을 알게 된 ‘아나스타샤’는 거부할 수 없는 본능에 눈을 뜨게 되는데…",2015-02-25,"[18, 10749, 53]",en,/7IGKrY1f1KfwMipx9wZC4NRgIdF.jpg,/iQaLakvYBzpmdHUB2h6h2aVY5nE.jpg,12050,5.885,f,f,2025-07-29 15:21:42.233026
193,736350,6838,10,65.0006,Playboy Playmate Workout,Playboy Playmate Workout,"",1983-01-01,[],en,"",/zNvrtwwOB1imM58d1Y4u3TQxKYW.jpg,1,10,f,f,2025-07-29 15:21:42.233026
3,634649,5735,7.9,27.2539,스파이더맨: 노 웨이 홈,Spider-Man: No Way Home,미스테리오의 계략으로 세상에 정체가 탄로난 스파이더맨 피터 파커는 하루 아침에 평범한 일상을 잃게 된다. 문제를 해결하기 위해 닥터 스트레인지를 찾아가 도움을 청하지만 뜻하지 않게 멀티버스가 열리면서 각기 다른 차원의 불청객들이 나타난다. 닥터 옥토퍼스를 비롯해 스파이더맨에게 깊은 원한을 가진 숙적들의 강력한 공격에 피터 파커는 사상 최악의 위기를 맞게 되는데…,2021-12-15,"[28, 12, 878]",en,/zD5v1E4joAzFvmAEytt7fM3ivyT.jpg,/fvqoI9r1GU2EFkc0xjZ6dKCuDVR.jpg,20935,7.9,f,f,2025-07-29 15:21:42.233026
3,1236197,5028,8.1,54.9406,Juegos de Seducción,Juegos de Seducción,"",2025-07-18,"[53, 18, 10749]",es,/iTqw8QXIdMcPa20vmBCDpbdIReG.jpg,/s91PuVwq8jwDtrCWjkpF63rZgyX.jpg,21,8.1,f,f,2025-07-29 15:21:42.233026
3,1234720,7200,9.5,29.6484,부부 교환 - 무삭제,부부 교환 - 무삭제,"",2023-03-16,[10749],ko,/kQzPzOfB0WnWPth65vG5qHvZ487.jpg,/7WFlsCBnVyVfJxZWprAkU4poCaJ.jpg,2,9.5,f,f,2025-07-29 15:21:42.233026
3,696506,5331,6.9,23.7414,미키 17,Mickey 17,"친구 티모와 함께 차린 마카롱 가게가 쫄딱 망해 거액의 빚을 지고 못 갚으면 죽이겠다는 사채업자를 피해 지구를 떠나야 하는 미키. 기술이 없는 그는, 정치인 마셜의 얼음행성 개척단에서 위험한 일을 도맡고, 죽으면 다시 프린트되는 익스펜더블로 지원한다. 4년의 항해와 얼음행성 니플하임에 도착한 뒤에도 늘 미키를 지켜준 여자친구 나샤. 그와 함께, 미키는 반복되는 죽음과 출력의 사이클에도 익숙해진다. 그러나 미키 17이 얼음행성의 생명체인 크리퍼와 만난 후 죽을 위기에서 돌아와 보니 이미 미키 18이 프린트되어 있다. 행성 당 1명만 허용된 익스펜더블이 둘이 된 멀티플 상황. 둘 중 하나는 죽어야 하는 현실 속에 걷잡을 수 없는 사건이 기다리고 있었으니…",2025-02-28,"[878, 35, 12]",en,/pkZ8SaIQwjBuS1fcJJE7Are7IrL.jpg,/mH7QnJDxQibVZw0M66IBZbsw2O6.jpg,2461,6.9,f,f,2025-07-29 15:21:42.233026
3,155,6106,8.522,33.7367,다크 나이트,The Dark Knight,"범죄와 부정부패를 제거하여 고담시를 지키려는 배트맨. 그는 짐 고든 형사와 패기 넘치는 고담시 지방 검사 하비 덴트와 함께 도시를 범죄 조직으로부터 영원히 구원하고자 한다. 세 명의 의기투합으로 위기에 처한 악당들이 모인 자리에 보라색 양복을 입고 얼굴에 짙게 화장을 한 괴이한 존재가 나타나 배트맨을 죽이자는 사상 초유의 제안을 한다. 그는 바로 어떠한 룰도, 목적도 없는 사상 최악의 악당 미치광이 살인광대 조커. 배트맨을 죽이고 고담시를 끝장내버리기 위한 조커의 광기 어린 행각에 도시는 혼란에 빠지는데...",2008-08-06,"[18, 28, 80, 53]",en,/enNubozHn9pXi0ycTVYUWfpHZm.jpg,/f6dNinWX8rBM79JXKcShkfSh2oA.jpg,34135,8.522,f,f,2025-07-29 15:21:42.233026
3,1240475,3584,6.75,38.6594,집악,缉恶,"",2024-07-18,[28],zh,/eRNMOrA6Bigonug3dT1R7aLZQaq.jpg,/m5UBHbEjQJx3AkRZWRY6A4l4ZDT.jpg,8,6.75,f,f,2025-07-29 15:21:42.233026
3,1136867,5275,6.781,130.9115,머티리얼리스트,Materialists,"잘나가는 커플매니저 루시. 고객의 결혼식에서 소위 ‘유니콘’이라 불리는 뉴욕 최고의 싱글남 해리에게 대시를 받는다. 같은 날, 같은 장소, 결혼식장에서 서빙 아르바이트를 하던 전남친 존과 마주치면서 루시는 예상하지 못한 고민이 시작되는데…",2025-08-08,"[10749, 18]",en,/lqwwGkwJHtz9QgKtz4zeY19YgDg.jpg,/QhGn8LntSVpxFFSw7KU3SEscQm.jpg,215,6.781,f,f,2025-07-29 15:21:42.233026
3,1354253,7200,10,39.3374,爱上她的理由 番外 约定的未来,爱上她的理由 番外 约定的未来,"",2024-02-13,"[16, 35, 18, 10749]",zh,/jpcmibRElSNX4wyxzi4RKo8Xd5u.jpg,/hvY6vP4mRu5NPe2x02ft7mXBeS5.jpg,1,10,f,f,2025-07-29 15:21:42.233026
3,297762,6279,7.215,33.3204,원더 우먼,Wonder Woman,"수천년 간 존재를 숨긴 채 지구를 수호하던 데미스키라의 공주 다이애나는 어느 날 하늘에서 이상한 움직임을 포착한다. 1차 세계대전에 참전해 스파이 활동을 벌이다가 격추된 미국인 조종사 스티브가 해변에 불시착한 것. 태어나 처음으로 남성을 보게 된 다이애나는 호기심을 감추지 못하고, 데미스키라의 일원들은 그가 파멸을 가져올 수도 있음을 경고한다. 다이애나는 엄마이자 여왕인 히폴리타의 반대에도 불구하고 나치군의 추격을 따돌리면서 그들의 생화학무기 공격을 비밀리에 막아야 하는 스티브를 따라나선다.",2017-05-31,"[28, 12, 14]",en,/AaABt75ZzfMGrscUR2seabz4PEX.jpg,/oZGYR75RaSLQ8XdJIVerYnOdhFx.jpg,20347,7.215,f,f,2025-07-29 15:21:42.233026
3,361743,5346,8.171,24.711,탑건: 매버릭,Top Gun: Maverick,최고의 파일럿이자 전설적인 인물 매버릭은 자신이 졸업한 훈련학교 교관으로 발탁된다. 그의 명성을 모르던 팀원들은 매버릭의 지시를 무시하지만 실전을 방불케 하는 상공 훈련에서 눈으로 봐도 믿기 힘든 전설적인 조종 실력에 모두가 압도된다. 매버릭의 지휘 아래 견고한 팀워크를 쌓아가던 팀원들에게 국경을 뛰어넘는 위험한 임무가 주어지자 매버릭은 자신이 가르친 동료들과 함께 마지막이 될지 모를 하늘 위 비행에 나서는데...,2022-06-22,"[28, 18]",en,/kBSSbN1sOiJtXjAGVZXxHJR9Kox.jpg,/jeqXUwNilvNqNXqAHsdwm5pEfae.jpg,10048,8.171,f,f,2025-07-29 15:21:42.233026
3,1249289,3722,5.782,25.5357,알라룸,Alarum,"조(스콧 이스트우드)와 로라(윌라 피츠제럴드)는 임무 중 만나 사랑에 빠진 정부 스파이 커플이다. 그들은 각자의 기관을 떠나 결혼한다.  영화는 이들의 첫 만남 5년 후, 폴란드의 한 리조트에서 휴가를 보내던 중 시작된다. 근처 숲에서 비행기 추락 사고가 발생하고, 조는 사고 현장을 조사하다 미스터리한 플래시 드라이브를 발견한다. 이 플래시 드라이브를 둘러싸고 여러 집단이 조를 공격하기 시작한다. 한 집단은 오린(마이크 콜터)이 이끄는 용병들이고, 다른 한 집단은 조의 전 소속 기관이다. 그들은 조가 글로벌 정보망을 무너뜨리려는 비밀 조직 'Alarum'에 가입했다고 의심한다. 조와 로라는 서로 헤어지게 되고, 로라가 실제로 Alarum의 일원임이 밝혀진다. 두 사람은 수많은 킬러들과 싸우며 재회를 시도합니다. 이 과정에서 체스터(실베스터 스탤론)라는 옛 동료가 등장하여 조를 제거하려 하지만, 결국 그와 함께 행동하며 폭발적인 액션을 펼치게 되는데...",2025-01-16,"[28, 80, 53]",en,/qSOMdbZ6AOdHR999HWwVAh6ALFI.jpg,/z6A7WqyKJI9COZkxKLI1hyiAhPK.jpg,328,5.782,f,f,2025-07-29 15:21:42.233026
3,1100842,6790,10,24.49,新婚シリーズ　最初が肝心,新婚シリーズ　最初が肝心,"",1962-02-07,[],ja,"",/f52F9CBy6nY5vmOv07FMsexyVpJ.jpg,1,10,f,f,2025-07-29 15:21:42.233026
3,1000866,5329,7.387,23.9601,마칭 밴드,En fanfare,"",2024-11-27,"[35, 18, 10402]",fr,/43aKOAWBaQYYef9EmtwL7N1zNIc.jpg,/5DD44mXSZSrgMRoLopr9LKcgF6N.jpg,310,7.387,f,f,2025-07-29 15:21:42.233026
3,1294949,6148,8.067,56.0201,Mamá Reinventada,Mamá Reinventada,"",2025-05-08,[35],es,/rx7aw7NGnIuCYorPBWeNPrgOMAc.jpg,/vUZSqIesoLoX9Z8ByHwm8xUCaTg.jpg,15,8.067,f,f,2025-07-29 15:21:42.233026
100,1241470,4526,6.3,28.1842,오시리스,Osiris,"작전을 수행 중이던 특수부대 요원들이 정체불명의 우주선에 의해 갑작스럽게 납치된다. 눈을 뜬 그들은 외계 우주선 안에서 자신들이 무자비한 외계 종족의 사냥감이 되었음을 깨닫고, 생존을 위한 처절한 사투에 나서게 된다.",2025-07-25,"[878, 28, 27]",en,/ySHUoK4utUOiSfCinw81H1TsV0E.jpg,/3YtZHtXPNG5AleisgEatEfZOT2w.jpg,20,6.3,f,f,2025-07-29 15:21:42.233026
3,135397,3916,6.699,28.7069,쥬라기 월드,Jurassic World,"쥬라기 공원 사건에서 22년이 지난 후, 이슬라 누블라에서는 새로 열린 쥬라기 공원이 정상적으로 영업 중이다. 유전자 조작으로 탄생한 공룡들을 앞세운 쥬라기 월드는 지상 최대의 테마파크로 자리잡는다. 하지만 유전공학자들이 그 동안의 연구를 바탕으로 탄생시킨 새로운 유전자 조작 하이브리드 공룡들은 지능과 공격성을 끝없이 진화시키며 인간의 통제를 벗어날 조짐을 보인다. 한편 오랫동안 벨로시랩터를 연구해온 오웬 그래디(크리스 프랫)는 이런 시도에 반대하고, 그가 예상한 대로 이 하이브리드 공룡이 탈출하면서 공원은 아수라장이 되는데...",2015-06-11,"[28, 12, 878, 53]",en,/yOCRqvrRrxbs5FYq2pX1KtLJwmR.jpg,/zJ5pZvsd5I8HYnRRAvLE2tSxtOW.jpg,20875,6.699,f,f,2025-07-29 15:21:42.233026
3,1022789,4820,7.553,36.5837,인사이드 아웃 2,Inside Out 2,"13살이 된 라일리의 행복을 위해 매일 바쁘게 머릿속 감정 컨트롤 본부를 운영하는 ‘기쁨’, ‘슬픔’, ‘버럭’, ‘까칠’, ‘소심’. 그러던 어느 날, 낯선 감정인 ‘불안’, ‘당황’, ‘따분’, ‘부럽’이가 본부에 등장하고, 언제나 최악의 상황을 대비하며 제멋대로인 ‘불안’이와 기존 감정들은 계속 충돌한다. 결국 새로운 감정들에 의해 본부에서 쫓겨나게 된 기존 감정들은 다시 본부로 돌아가기 위해 위험천만한 모험을 시작하는데…",2024-06-12,"[16, 12, 35, 10751]",en,/p5ozvmdgsmbWe0H8Xk7Rc8SCwAB.jpg,/x2BHx02jMbvpKjMvbf8XxJkYwHJ.jpg,6011,7.553,f,f,2025-07-29 15:21:42.233026
3,552524,5018,7.349,564.6439,릴로 & 스티치,Lilo & Stitch,"보송보송한 파란 솜털, 호기심 가득한 큰 눈, 장난기 가득한 웃음을 가졌지만 가장 위험한 실험체 취급을 받던 스티치는 우주에서 도망쳐 지구의 하와이 섬에 불시착하게 된다. 단짝 친구를 원하던 외톨이 소녀 릴로는 별똥별과 함께 나타난 귀여운 파란색 강아지 스티치와 소중한 친구이자, 하나의 가족이 되어가며 외로웠던 일상이 유쾌하게 변하기 시작한다. 그러던 어느 날, 스티치를 잡아 우주로 되돌아가려는 정체불명의 요원들이 등장하고 릴로와 스티치는 예상치 못한 상황을 마주하게 되는데..!",2025-05-21,"[10751, 878, 35, 12]",en,/7Zx3wDG5bBtcfk8lcnCWDOLM4Y4.jpg,/ww7jn7lv1YzTAGd5m0R6CP1VXAs.jpg,1152,7.349,f,f,2025-07-29 15:21:42.233026
3,1500536,5985,10,31.2116,南京照相馆,南京照相馆,"",2025-07-19,"[18, 10752, 36]",zh,/lCRLLe8kiwb99JOlkTPAfchhqwk.jpg,/lwrANgpPEBmYZ59oExpCiuv34Ou.jpg,1,10,f,f,2025-07-29 15:21:42.233026
3,157336,6699,8.458,44.4215,인터스텔라,Interstellar,"세계 각국의 정부와 경제가 완전히 붕괴된 미래가 다가온다. 지난 20세기에 범한 잘못이 전 세계적인 식량 부족을 불러왔고, NASA도 해체되었다. 나사 소속 우주비행사였던 쿠퍼는 지구에 몰아친 식량난으로 옥수수나 키우며 살고 있다. 거센 황사가 몰아친 어느 날 알 수 없는 힘에 이끌려 딸과 함께 도착한 곳은 인류가 이주할 행성을 찾는 나사의 비밀본부. 이 때 시공간에 불가사의한 틈이 열리고, 이 곳을 탐험해 인류를 구해야 하는 임무를 위해 쿠퍼는 만류하는 딸을 뒤로한 채 우주선에 탑승하는데...",2014-11-06,"[12, 18, 878]",en,/vgnoBSVzWAV9sNQUORaDGvDp7wx.jpg,/evoEi8SBSvIIEveM3V6nCJ6vKj8.jpg,37526,8.458,f,f,2025-07-29 15:21:42.233026
4,1087192,5952,8.076,719.5787,드래곤 길들이기,How to Train Your Dragon,"수백년간 지속되어온 바이킹과 드래곤의 전쟁. 드래곤을 없애는 것이 삶의 모든 목적인 바이킹들과 다른 신념을 가진 '히컵'은 무리 속에 속하지 못하고 족장인 아버지에게도 인정받지 못한다. 그러던 어느 날, 히컵은 베일에 싸인 전설의 드래곤 나이트 퓨어리인 '투슬리스'와 만나게 되고, 드래곤을 죽이라는 바이킹의 신념을 깨고 '투슬리스'와 친구가 된다. 하지만 드래곤을 죽여야 된다고 믿는 바이킹 족과 모든 드래곤을 위협하는 더 거대한 존재와 맞닥뜨리게 된 '히컵'과 '투슬리스'. 세상을 변화시키기 위한 특별한 여정을 시작하게 되는데... 다르다는 건, 특별하다는 것. 세상을 바꿀 우리들의 모험이 시작된다!",2025-06-06,"[14, 10751, 28]",en,/8J6UlIFcU7eZfq9iCLbgc8Auklg.jpg,/8vywrRg1wrY4fo7EqgrFmUJgchG.jpg,1316,8.076,f,f,2025-07-29 15:21:42.233026
4,1100842,7200,10,24.49,新婚シリーズ　最初が肝心,新婚シリーズ　最初が肝心,"",1962-02-07,[],ja,"",/f52F9CBy6nY5vmOv07FMsexyVpJ.jpg,1,10,f,f,2025-07-29 15:21:42.233026
4,597,5878,7.905,28.9087,타이타닉,Titanic,"""내 인생의 가장 큰 행운은 당신을 만난 거야"" 우연한 기회로 티켓을 구해 타이타닉호에 올라탄 자유로운 영혼을 가진 화가 ‘잭’(레오나르도 디카프리오)은 막강한 재력의 약혼자와 함께 1등실에 승선한 ‘로즈’(케이트 윈슬렛)에게 한눈에 반한다. 진실한 사랑을 꿈꾸던 ‘로즈’ 또한 생애 처음 황홀한 감정에 휩싸이고, 둘은 운명 같은 사랑에 빠지는데… 가장 차가운 곳에서 피어난 뜨거운 사랑! 영원히 가라앉지 않는 세기의 사랑이 펼쳐진다!",1999-03-13,"[18, 10749]",en,/sCzcYW9h55WcesOqA12cgEr9Exw.jpg,/132KjhVrWUqKFVfMAKKNkherytA.jpg,26178,7.905,f,f,2025-07-29 15:21:42.233026
4,1311844,4413,6,61.4312,메가 트위스터스,The Twisters,"기상을 연구하는 과학자 남매인 제임스와 에리카는 한 팀으로 일했지만 과거의 한 사건 이후 연락을 끊고 지낸다. 제임스가 발명한 인공지능 프로그램인 티나가 캔자스 지역에 거대 토네이도가 발생할 거란 예측을 하게 되고 제임스와 에리카 남매는 재난을 막기 위해 다시 손을 맞잡고 해결방법을 찾아 나선다.",2025-05-01,"[28, 12, 18]",en,/xtnfoFs9vOLBF7Ox13mFmFUovey.jpg,/sV9QSyAN4V07r9cn4a69mR1i9WB.jpg,62,6,f,f,2025-07-29 15:21:42.233026
4,870028,5552,7.18,51.4439,어카운턴트 2,The Accountant²,"크리스찬 울프는 복잡한 문제를 해결하는 데 재능이 있다. 오랜 지인이 ‘회계사를 찾아달라’는 수수께끼 같은 메시지를 남기고 살해당하자, 울프는 그동안 소원했던 위험천만한 동생 브랙스를 불러 사건 해결에 도움을 구한다. 이들은 미국 재무부 부국장 메디나와 협력하여 무시무시한 음모를 밝혀내지만, 무자비한 살인 조직의 표적이 된다.",2025-04-23,"[9648, 80, 53]",en,/yBDvgpyynDsbMyK21FoQu1c2wYR.jpg,/625ohbmqK8tj9DhQc66aF6CqQLz.jpg,1169,7.18,f,f,2025-07-29 15:21:42.233026
4,597,5453,7.905,28.9087,타이타닉,Titanic,"""내 인생의 가장 큰 행운은 당신을 만난 거야"" 우연한 기회로 티켓을 구해 타이타닉호에 올라탄 자유로운 영혼을 가진 화가 ‘잭’(레오나르도 디카프리오)은 막강한 재력의 약혼자와 함께 1등실에 승선한 ‘로즈’(케이트 윈슬렛)에게 한눈에 반한다. 진실한 사랑을 꿈꾸던 ‘로즈’ 또한 생애 처음 황홀한 감정에 휩싸이고, 둘은 운명 같은 사랑에 빠지는데… 가장 차가운 곳에서 피어난 뜨거운 사랑! 영원히 가라앉지 않는 세기의 사랑이 펼쳐진다!",1999-03-13,"[18, 10749]",en,/sCzcYW9h55WcesOqA12cgEr9Exw.jpg,/132KjhVrWUqKFVfMAKKNkherytA.jpg,26178,7.905,f,f,2025-07-29 15:21:42.233026
4,1365103,5697,8.7,83.3767,Marriage Unplugged,Marriage Unplugged,"",2024-10-28,"[878, 35, 18]",en,"",/3H99Wl52sBPRqXZ3LJjgODOLfwX.jpg,3,8.7,f,f,2025-07-29 15:21:42.233026
100,1035259,5075,8,25.6074,총알 탄 사나이,The Naked Gun,"",2025-07-30,"[35, 80]",en,/g5BaB7tcZufpVBFN9E21kfILFeq.jpg,/5Z9tkiIDZ6u49VUeY9Fm3PuSxKT.jpg,4,8,f,f,2025-07-29 15:21:42.233026
4,762509,5612,7.4,34.699,무파사: 라이온 킹,Mufasa: The Lion King,길을 잃고 혼자가 된 새끼 사자 무파사는 광활한 야생을 떠돌던 중 왕의 혈통이자 예정된 후계자 타카와 우연히 만나게 된다. 마치 친형제처럼 끈끈한 우애를 나누며 함께 자란 무파사와 타카는 운명을 개척하기 위해 거대한 여정을 함께 떠난다. 한 치 앞을 알 수 없는 적들의 위협 속에서 두 형제의 끈끈했던 유대에 금이 가기 시작하고 예상치 못한 위기까지 맞닥뜨리게 되는데…,2024-12-18,"[12, 10751, 16]",en,/1w8kutrRucTd3wlYyu5QlUDMiG1.jpg,/1VUExee8iFohFTwYVi4IOArYyaM.jpg,2282,7.4,f,f,2025-07-29 15:21:42.233026
